userId,startedAt,endedAt,sessionStartLat,sessionStartLong
HYwUgSwK/qBnyDttvwZU/mKbwrmLMFjmq5R7j1xThyU=,2019-05-16 15:13:08.563 UTC,2019-05-16 15:49:54.979 UTC,37.776,-122.3966
3EIwneNBJMFjhq6MKgKEbfV/s5JouhmyImvTozpzhAQ=,2019-05-16 15:20:55.537 UTC,2019-05-16 15:28:54.177 UTC,37.7854,-122.4052
VPJW3SRZUujPmjLF4UmepkKM6f0UBploU9y8WXboJpM=,2019-05-16 15:23:28.164 UTC,2019-05-16 15:26:03.309 UTC,37.8005,-122.4329
gU+dorAsbBAzlvUaS4LdtpKbinmiHhLLhuFubK4qwxw=,2019-05-16 15:28:26.097 UTC,2019-05-16 15:33:21.149 UTC,37.7982,-122.4041
R1Hb9SBMb9kkjS59zbyku5ksN3Z/aY7bGaVe/BiiFn4=,2019-05-16 15:32:20.463 UTC,2019-05-16 15:32:38.853 UTC,37.786,-122.4108
RdhejhVTOeNN3CwF80GK7RA6+e7dOWM7v7Bf/ZeVck0=,2019-05-16 15:32:56.537 UTC,2019-05-16 15:33:02.993003 UTC,37.756,-122.4066
ZRcZrmMHi10WPM0sQAQowJgGmeNySlLVD1IMBHZ/1bE=,2019-05-16 15:37:17.437 UTC,2019-05-16 16:08:53.649 UTC,37.7889,-122.398
BK+Wvewe5yDXeWE/7jKC7BuX8I6VyIJWoPhHm+baoTY=,2019-05-16 15:50:05.277 UTC,2019-05-16 15:55:59.309 UTC,37.7794,-122.3902
7j62CzKurdWOJDm1HMewHj3P7kbPcWWBOC3O8/7FXYs=,2019-05-16 15:50:11.397 UTC,2019-05-16 16:00:45.366 UTC,37.7901,-122.3955
fn2L+mU77tIrL8RISy17vvMvzgiKLUO1PS7Ik4IVE8s=,2019-05-16 15:50:43.594 UTC,2019-05-16 16:04:38.252001 UTC,37.7794,-122.4055
25rkhs95YuSqPI2oy9PJHk7gK1kCvlCRHtYuzffCxGw=,2019-05-16 15:52:31.227 UTC,2019-05-16 16:03:16.200 UTC,37.7839,-122.399
qlr5rtXEmWjYLVzesntHqxFZuPv5yEy4o3+12ZRv/2Y=,2019-05-16 15:53:25.326 UTC,2019-05-16 16:13:11.165 UTC,37.7764,-122.3946
RbcXniloeReptKs/hCN2n0B6AEAlx2K4ujDKs+uF9UE=,2019-05-16 15:54:46.936 UTC,2019-05-16 16:08:38.348 UTC,37.7961,-122.4283
DZzpURgLjYglr5/Nkj1kdkdRe3hZ8EIO/mH/jzCcCGU=,2019-05-16 15:55:50.321 UTC,2019-05-16 16:29:17.150009 UTC,37.7845,-122.3986
ysGO1IZQeIa8LFFF5fwZ6pWTRn1k6m9szM3hdqFcJz4=,2019-05-16 15:56:20.025 UTC,2019-05-16 16:21:39.572 UTC,37.7807,-122.3903
IbIO7n9M1xq3LD6SZeJr2Jx/Kr+gYm65W+rcbEPqQAE=,2019-05-16 15:58:13.172 UTC,2019-05-16 16:08:44.971 UTC,37.7921,-122.3981
82rRShO0Pn/CePPzNNYf3jmwteSZvaui1czXKrATQJI=,2019-05-16 16:00:22.219 UTC,2019-05-16 16:28:34.600 UTC,37.7741,-122.3917
KfdTEEV9WkTJq3GJOeE1ThTIJ0qKu3bmes99PkYMAaM=,2019-05-16 16:00:45.713 UTC,2019-05-16 16:03:23.458001 UTC,37.779,-122.4158
+cQlnr+8xaRuvTpFGTGqxyZpwhbGdjTZTVFXcl/tbC0=,2019-05-16 16:01:25.945 UTC,2019-05-16 16:01:33.506001 UTC,37.769,-122.4156
CnpdLWR0FCcvXdfsz2z4tq5usDNxqUHvOYrIMAM4+E4=,2019-05-16 16:03:12.651 UTC,2019-05-16 16:33:27.694 UTC,37.8079,-122.4182
dKDI94oy1vjXMIogDUPEExGYbIFh/CQoTG9qGeaxDaY=,2019-05-16 16:04:47.543 UTC,2019-05-16 16:11:35.528 UTC,37.7876,-122.3985
G3bdC1b7qMShUKXHOt22QuRNw7DFQyGcZIfKBXMeJjg=,2019-05-16 16:06:24.858 UTC,2019-05-16 16:09:14.434 UTC,37.7901,-122.3993
SmT0hR7ZZ/dqOCjOQa5JSKma5UH5oEt2pKRz8EWbsWI=,2019-05-16 16:09:22.528 UTC,2019-05-16 16:09:38.424 UTC,37.7975,-122.4222
HKrd8cz8avaa9trLjuC8vW8ujoPQwgnqj3EasoOgggM=,2019-05-16 16:11:25.907 UTC,2019-05-16 16:16:55.517017 UTC,37.7935,-122.3982
J+ClSKsQ6jeJ0iFEGLTx3NXII+PkE0otn1UZFVU506A=,2019-05-16 16:12:57.696 UTC,2019-05-16 16:47:36.314001 UTC,37.7907,-122.3946
06MeBrXLY4Xgc47Tqc/MxTPXbAccNQyASHtIdBIRUdY=,2019-05-16 16:14:08.148 UTC,2019-05-16 16:24:11.739 UTC,37.792,-122.3947
Ashoy8IlCpkRvPkE/Nc2IqUJwffBlEumGRydPfVGP1A=,2019-05-16 16:18:21.305 UTC,2019-05-16 16:18:31.066004 UTC,37.7794,-122.3934
7s7j+ZoEv0ixmKhavFTjgk6Y7lwmK+gVhuvtLePItmE=,2019-05-16 16:18:27.677 UTC,2019-05-16 16:34:37.397 UTC,37.8056,-122.419
MFdGdu0lExHqqHXiy2FJxdGeMC2IW7b8Xd9S9Z9aFNc=,2019-05-16 16:21:56.966 UTC,2019-05-16 16:42:12.020001 UTC,37.7858,-122.4112
mWpS6v4xLHw9KJCvTwKHMtMNF3h0GEH9iT7sgB0oEzE=,2019-05-16 16:22:46.794 UTC,2019-05-16 17:17:17.065001 UTC,37.7824,-122.4081
6wZf4/NGK6akX2O5zQz/Kv3LEOjkLNAP9MzDpYEDyrU=,2019-05-16 16:23:00.622 UTC,2019-05-16 16:23:05.347003 UTC,37.7645,-122.4122
FYlC8llbuM+OVONkXN0AGZL2EzDhSlwsUXTFLPefc9k=,2019-05-16 16:34:03.488 UTC,2019-05-16 16:55:33.496 UTC,37.7889,-122.3959
R9a54o4XgOhTpvFwaH8o9sJcYQDn6i66m6phdagHIlI=,2019-05-16 16:36:07.515 UTC,2019-05-16 16:41:59.699 UTC,37.7917,-122.4126
SmT0hR7ZZ/dqOCjOQa5JSKma5UH5oEt2pKRz8EWbsWI=,2019-05-16 16:39:41.121 UTC,2019-05-16 17:16:31.058001 UTC,37.798,-122.4267
HZPYYCMYNnY2WDZnArUnCdTv8NHcttfhiUjHO3a/eb4=,2019-05-16 16:39:53.439 UTC,2019-05-16 16:41:48.606 UTC,37.7804,-122.4463
iKMSkgNpiQ8Pe6oP6Qf4CBqUPwkUXrD5tvkpZNx4aVU=,2019-05-16 17:00:31.315 UTC,2019-05-16 17:00:53.490 UTC,37.7759,-122.4381
Zzf+P0ZA+8YYknDnaXm5l87e1skAiBXOhArIdaUcBCQ=,2019-05-16 17:00:33.042 UTC,2019-05-16 17:20:45.202 UTC,37.7721,-122.4019
NBUw6L0Ga+Jw/jP/Ra91acHiHxxGPO5kPK5XIi6ykwM=,2019-05-16 17:09:19.989 UTC,2019-05-16 17:44:50.915002 UTC,37.7755,-122.4178
CnpdLWR0FCcvXdfsz2z4tq5usDNxqUHvOYrIMAM4+E4=,2019-05-16 17:11:43.336 UTC,2019-05-16 17:11:44.088002 UTC,37.8079,-122.4182
J1vgkju+CMIOP8kOz3eZrw6cPDpz7L0mw/T5ieKW5ns=,2019-05-16 17:12:19.968 UTC,2019-05-16 17:34:19.405 UTC,37.7903,-122.4241
3B3FMib+gKMziCL3uPb7HXs7KrtuelH0jhZ6eQ2UM74=,2019-05-16 17:12:37.259 UTC,2019-05-16 17:30:24.862001 UTC,37.8063,-122.4115
KfdTEEV9WkTJq3GJOeE1ThTIJ0qKu3bmes99PkYMAaM=,2019-05-16 17:22:30.682 UTC,2019-05-16 17:23:03.834001 UTC,37.779,-122.4158
ubIcnGOU+idI7a8mYX3a1WapmGxHEPyhy8eBEBtW/Cs=,2019-05-16 17:27:46.053 UTC,2019-05-16 17:34:51.025 UTC,37.8008,-122.4019
Zs2r/loOKJVt9NEqyLSEadGnBjjRUBAhXNyaLKcktmY=,2019-05-16 17:29:26.476 UTC,2019-05-16 17:32:43.183 UTC,37.7913,-122.4009
5QeykS4IaxYqHMubMM6QIzb947IG/W9G8M1Qad54bvc=,2019-05-16 17:29:32.833 UTC,2019-05-16 18:00:39.929 UTC,37.7909,-122.3974
HKrd8cz8avaa9trLjuC8vW8ujoPQwgnqj3EasoOgggM=,2019-05-16 17:32:17.914 UTC,2019-05-16 17:51:29.042004 UTC,37.785,-122.3957
BbqKKJ6z0lZuz6FMfx9mz7It9UOZrW0oFn8GD4MenQo=,2019-05-16 17:33:30.331 UTC,2019-05-16 18:01:21.175 UTC,37.7897,-122.3971
7j62CzKurdWOJDm1HMewHj3P7kbPcWWBOC3O8/7FXYs=,2019-05-16 17:44:09.376 UTC,2019-05-16 17:44:10.456001 UTC,37.8085,-122.4096
KGiExUxzJchWXv0R4iGqUAcGFNu0OwhDdIZuA2KkkDg=,2019-05-16 17:44:47.306 UTC,2019-05-16 17:45:37.729001 UTC,37.7722,-122.4134
I19pi9g5kNdg9JXpWQTMDvD3A32FQEf9qOW/Hp03Q78=,2019-05-16 17:47:54.069 UTC,2019-05-16 18:01:25.396 UTC,37.7861,-122.3974
P+VApGZTdzA3Blg6KYjaHhaowZ9zC0uMPER1UGnxHoU=,2019-05-16 17:53:43.630 UTC,2019-05-16 18:08:51.211 UTC,37.7741,-122.408
VIRHiQsjDGGaQAhHYy0xtp6biyAVw5jv9H5/8PSr1b8=,2019-05-16 18:05:18.102 UTC,2019-05-16 18:23:47.784 UTC,37.8021,-122.4077
hne9NJcCEvgWMWiCp1sjuB8XVIiMJPPFTedQE/P9HX4=,2019-05-16 18:05:32.691 UTC,2019-05-16 18:05:42.745002 UTC,37.7965,-122.4049
LzDvdjbP+jVsUsiK6DFlxk3gVFEGxvrQkDmiTJDlmxw=,2019-05-16 18:08:45.548 UTC,2019-05-16 18:31:37.498 UTC,37.7491,-122.4227
9SfuBiKqzKuVl31L14/cO+mp4yKr3owcBbnMATOWwgE=,2019-05-16 18:10:42.267 UTC,2019-05-16 18:11:48.653002 UTC,37.9738,-122.3492
jHh1Lh97lS2lvS84zN2OTn9fodnUrelVsau5PHeepOo=,2019-05-16 18:14:44.099 UTC,2019-05-16 18:26:01.147 UTC,37.7935,-122.3971
fFg2zXOOlh8K6mJFG58gorV0Brqd9a3EBOrLHa+1Jn4=,2019-05-16 18:16:34.150 UTC,2019-05-16 18:18:21.791 UTC,37.7999,-122.4396
G3bdC1b7qMShUKXHOt22QuRNw7DFQyGcZIfKBXMeJjg=,2019-05-16 18:29:05.805 UTC,2019-05-16 18:58:19.853 UTC,37.7936,-122.4036
yI6Gc17DDjBJeeYEE5JKlrJU3m5u+//ghq5kBQyDZ7g=,2019-05-16 18:48:24.841 UTC,2019-05-16 19:12:09.289001 UTC,37.7884,-122.4273
tgByxoNtri1OzNY1cQC9FXI/WieQmKmnf88h7dpQfkI=,2019-05-16 18:57:52.539 UTC,2019-05-16 20:08:30.236001 UTC,37.7665,-122.4202
FpCffdCZ56e0a597V9i9eKQoeFxGm6cy6foflML8+lg=,2019-05-16 19:12:35.262 UTC,2019-05-16 19:24:46.512 UTC,37.7903,-122.3955
KGiExUxzJchWXv0R4iGqUAcGFNu0OwhDdIZuA2KkkDg=,2019-05-16 19:32:32.611 UTC,2019-05-16 19:33:03.797001 UTC,37.7728,-122.4135
hIsc8PMgmacxej1rGJTtApRD5V7CL2fRKpRAzDZGJvw=,2019-05-16 19:41:16.141 UTC,2019-05-16 19:47:39.751 UTC,37.7753,-122.4161
J1vgkju+CMIOP8kOz3eZrw6cPDpz7L0mw/T5ieKW5ns=,2019-05-16 19:56:00.816 UTC,2019-05-16 19:56:15.132 UTC,37.7924,-122.4043
9SfuBiKqzKuVl31L14/cO+mp4yKr3owcBbnMATOWwgE=,2019-05-16 19:57:02.468 UTC,2019-05-16 20:11:29.429001 UTC,37.7888,-122.402
CrAy/mAROSLYUiFhz3nyRzv4heXRSteh49uNDkXZTIQ=,2019-05-16 20:09:23.736 UTC,2019-05-16 21:03:05.187001 UTC,37.7887,-122.3932
hxHPEHOprz5K4fxnPtUG1jIMw1dXiY0ay9hlYeufInA=,2019-05-16 20:15:19.827 UTC,2019-05-16 20:23:51.358 UTC,37.7655,-122.4783
nW8Ai+ya+xnTTevXOrIskgnJCp7UuOtTdCqSPcD2GwI=,2019-05-16 20:23:55.415 UTC,2019-05-16 20:24:04.796004 UTC,37.7745,-122.4349
KCXVGjUgJDmI0RgJfnv0LSA6CeFkjLougSKQIKRIHLY=,2019-05-16 20:25:48.186 UTC,2019-05-16 20:31:30.998 UTC,37.8088,-122.4152
KGiExUxzJchWXv0R4iGqUAcGFNu0OwhDdIZuA2KkkDg=,2019-05-16 20:26:58.333 UTC,2019-05-16 20:26:59.149001 UTC,37.7729,-122.4137
3B3FMib+gKMziCL3uPb7HXs7KrtuelH0jhZ6eQ2UM74=,2019-05-16 20:29:11.102 UTC,2019-05-16 20:40:31.704012 UTC,37.7924,-122.3917
BwRbK8ERQNXP7edC4LynWjEY4pX+bha1QtfTn9HZ0t0=,2019-05-16 20:33:44.034 UTC,2019-05-16 20:34:05.120 UTC,37.7863,-122.3982
J1vgkju+CMIOP8kOz3eZrw6cPDpz7L0mw/T5ieKW5ns=,2019-05-16 20:34:16.083 UTC,2019-05-16 20:34:32.738 UTC,37.7978,-122.4066
J+ClSKsQ6jeJ0iFEGLTx3NXII+PkE0otn1UZFVU506A=,2019-05-16 20:36:01.745 UTC,2019-05-16 20:43:09.247 UTC,37.7906,-122.3928
ysGO1IZQeIa8LFFF5fwZ6pWTRn1k6m9szM3hdqFcJz4=,2019-05-16 20:38:17.207 UTC,2019-05-16 20:54:34.504 UTC,37.7745,-122.3984
C4UXaf4sVw6nfMEHqNoHmvUPYZXJiesihwXAkUPSv4U=,2019-05-16 20:41:51.198 UTC,2019-05-16 20:42:55.505001 UTC,37.7918,-122.4023
JPEqXmX6VGmtluyzC9XrX4xg1sJJRYB+blg98X07UCk=,2019-05-16 20:42:44.068 UTC,2019-05-16 20:51:09.224016 UTC,37.7855,-122.4092
Jj4R5m3AVsqIvwWdiUrfaIILL58guo0mVeVJGmGsyXA=,2019-05-16 20:43:56.272 UTC,2019-05-16 20:46:20.167026 UTC,37.7607,-122.4123
tgByxoNtri1OzNY1cQC9FXI/WieQmKmnf88h7dpQfkI=,2019-05-16 20:46:08.556 UTC,2019-05-16 20:46:10.083002 UTC,37.7698,-122.4688
G3bdC1b7qMShUKXHOt22QuRNw7DFQyGcZIfKBXMeJjg=,2019-05-16 20:59:01.699 UTC,2019-05-16 21:08:30.313 UTC,37.795,-122.4034
FYlC8llbuM+OVONkXN0AGZL2EzDhSlwsUXTFLPefc9k=,2019-05-16 21:00:52.590 UTC,2019-05-16 21:06:19.279 UTC,37.7841,-122.3905
YOEl6TsKai3d30yKpfZCr9jqpTFH/BeJvsVGEoOnqNE=,2019-05-16 21:02:54.528 UTC,2019-05-16 21:24:11.101 UTC,37.803,-122.4299
LzWXRTONqtYEucpLBmLBHTMZgi01K/WYuhTxTPUrZ58=,2019-05-16 21:13:58.170 UTC,2019-05-16 21:20:47.979001 UTC,37.7795,-122.3923
i3VB46Q6QC6S0kcWUvPqrr8xuYujSgc6v6yKzaZj1CA=,2019-05-16 21:17:01.334 UTC,2019-05-16 22:56:57.349001 UTC,37.7882,-122.422
5SViqUCknY1rsU+g0gQ6QnDoAqxkEoJhUCGOfTbeP6w=,2019-05-16 21:22:30.546 UTC,2019-05-16 21:35:20.711001 UTC,37.8011,-122.4052
KGiExUxzJchWXv0R4iGqUAcGFNu0OwhDdIZuA2KkkDg=,2019-05-16 21:23:22.787 UTC,2019-05-16 21:23:24.078002 UTC,37.7724,-122.4143
D69aW+ZjXD5OjbdLourUwiEt0Op1JRNLjch1F/6LzG4=,2019-05-16 21:24:28.365 UTC,2019-05-16 21:34:48.353017 UTC,37.7645,-122.3886
jX0zwINSJi2Ii0lZbCrxSeJyvRoUgJTIA5MUKXzdBdc=,2019-05-16 21:25:16.722 UTC,2019-05-16 21:36:23.406 UTC,37.7876,-122.4159
ysGO1IZQeIa8LFFF5fwZ6pWTRn1k6m9szM3hdqFcJz4=,2019-05-16 21:27:41.771 UTC,2019-05-16 21:27:55.127 UTC,37.765,-122.3947
th4nWCAmI2WzglEY/y35WMUEtVXjXUibbB/+rtQzHwM=,2019-05-16 21:28:20.049 UTC,2019-05-16 21:53:11.835 UTC,37.7998,-122.4001
phHayRoMSl3wCjIHW0asgAWD5LvgdMR7CjdW1aqjaYs=,2019-05-16 21:36:36.828 UTC,2019-05-16 22:14:23.592 UTC,37.7973,-122.4345
fFg2zXOOlh8K6mJFG58gorV0Brqd9a3EBOrLHa+1Jn4=,2019-05-16 21:37:17.583 UTC,2019-05-16 21:55:21.304 UTC,37.8,-122.4398
ztcJdwsbZb3U0HSeI8bu3zomf25UtNhXAJMOHbQst08=,2019-05-16 21:37:41.889 UTC,2019-05-16 22:09:54.598 UTC,37.8084,-122.4151
CRP+dokkbj7HFt6zLqezi8ID0IMkaXog3+y80dIiui8=,2019-05-16 21:38:08.788 UTC,2019-05-16 22:05:26.769 UTC,37.7745,-122.4014
C4UXaf4sVw6nfMEHqNoHmvUPYZXJiesihwXAkUPSv4U=,2019-05-16 21:38:10.851 UTC,2019-05-16 21:38:35.188 UTC,37.7934,-122.3988
CntumO//iiYUNKvIMY08RgujA02FVpH7eHtfHWB2HSQ=,2019-05-16 21:38:47.680 UTC,2019-05-16 22:39:48.352001 UTC,37.793,-122.4018
JMVyFd8TbshvkasqDKZSw0G5qXXgFEF1KT8c3fiR63o=,2019-05-16 21:40:35.791 UTC,2019-05-16 21:44:13.872 UTC,37.767,-122.39
+Le5/LvXEWUi6pN9vRIaUluAcKiKMcD3o4hJ+hnKSHg=,2019-05-16 21:41:44.640 UTC,2019-05-16 21:41:57.447 UTC,37.7917,-122.4124
gLHHT3EQFloPDZsJVNdS7bi26ScxODjEo8Lvdi0apO4=,2019-05-16 21:42:08.981 UTC,2019-05-16 21:52:23.437 UTC,37.7947,-122.3934
TmP2ClD3G/sB0r6aDxtEZKO1wqg0ZzhFLW7JFS/acCU=,2019-05-16 21:46:10.560 UTC,2019-05-16 21:56:07.619 UTC,37.7924,-122.4037
BwRbK8ERQNXP7edC4LynWjEY4pX+bha1QtfTn9HZ0t0=,2019-05-16 21:52:07.698 UTC,2019-05-16 22:07:29.616 UTC,37.7949,-122.4049
9SfuBiKqzKuVl31L14/cO+mp4yKr3owcBbnMATOWwgE=,2019-05-16 21:52:40.892 UTC,2019-05-16 22:04:20.981032 UTC,37.7814,-122.4191
TMUKNvOuZqf0wX1ckVQmntFrSrvTJUcpsrqn5XU5mPg=,2019-05-16 21:57:07.521 UTC,2019-05-16 22:06:27.701 UTC,37.7787,-122.4148
aBg8viCfZu139pQBCCiRMSTF46WxVzDe3EScUSjR3hM=,2019-05-16 22:01:08.781 UTC,2019-05-16 22:11:23.745 UTC,37.7734,-122.4151
3Mr23HiMlM16iZjn8zy7d50H9U6mF4BVOppJOSbQQyc=,2019-05-16 22:02:59.396 UTC,2019-05-16 22:03:08.337003 UTC,37.8078,-122.4184
LzDvdjbP+jVsUsiK6DFlxk3gVFEGxvrQkDmiTJDlmxw=,2019-05-16 22:04:18.759 UTC,2019-05-16 22:14:55.467 UTC,37.7489,-122.4228
jHh1Lh97lS2lvS84zN2OTn9fodnUrelVsau5PHeepOo=,2019-05-16 22:04:25.911 UTC,2019-05-16 22:46:28.858 UTC,37.7965,-122.4032
XqaB/Eazz1bCycXpGgo/uiMpO88NzYl0r3lVilTFwWk=,2019-05-16 22:04:34.991 UTC,2019-05-16 22:05:57.873 UTC,37.8088,-122.4121
QBm1cqs2EQjI6BZrQYUEks4UEa3WT0VQCa/N2yNlwgQ=,2019-05-16 22:11:56.956 UTC,2019-05-16 22:25:24.481 UTC,37.803,-122.4292
gLHHT3EQFloPDZsJVNdS7bi26ScxODjEo8Lvdi0apO4=,2019-05-16 22:24:42.819 UTC,2019-05-16 22:25:46.938 UTC,37.7928,-122.3939
rrv6VaHYQ8B+C673l9kDBo2QVFOMK8jQ0lPDlz4sTXQ=,2019-05-16 22:30:40.343 UTC,2019-05-16 22:40:10.172 UTC,37.7802,-122.4135
OGJl1fnHgRVmmzyQsCYuH1EV5vJY6kI2mr8d3AokaQg=,2019-05-16 22:36:58.109 UTC,2019-05-16 22:55:35.397 UTC,37.7782,-122.3915
YOEl6TsKai3d30yKpfZCr9jqpTFH/BeJvsVGEoOnqNE=,2019-05-16 22:36:58.594 UTC,2019-05-16 22:48:16.726 UTC,37.7827,-122.3932
IlYsQXLyOoO/Zt3Aeh3flGT+3+eKSJrxsTsyTFf40/M=,2019-05-16 22:37:47.939 UTC,2019-05-16 22:45:13.367 UTC,37.7756,-122.393
Q7/12CzfUJfbuJQOottNUy/8WmAhHPzdV9JVgdSuGI8=,2019-05-16 22:38:01.166 UTC,2019-05-16 22:45:03.577 UTC,37.7924,-122.4051
WWrkipOjgxugBhCJCsvto1JY3GHA6xHY/cS51Ofot8s=,2019-05-16 22:41:15.786 UTC,2019-05-16 23:08:44.861001 UTC,37.7203,-122.4447
iVUD5CE9Tekw2RespQdqKbyl8fXchn5pmHnjouVhlJk=,2019-05-16 22:42:40.450 UTC,2019-05-16 22:49:32.708 UTC,37.7924,-122.4029
tY3Mkmfd63S6tdGVRf8hULpH8ZPYpnZbqmDo4bO4avk=,2019-05-16 22:45:30.259 UTC,2019-05-16 22:45:53.895 UTC,37.739,-122.4155
RXBZzXeZ5oUs2RLmQm84YEEU1Lyo7ujmYRjBLWnvWJA=,2019-05-16 22:45:32.498 UTC,2019-05-16 22:55:57.603 UTC,37.7888,-122.4005
SrzI9D0SVmduoluU71yZ/f55C8IKCxXvCnWgkZRoqKs=,2019-05-16 22:50:11.363 UTC,2019-05-16 22:50:17.788002 UTC,37.7674,-122.4063
gQUsX6t5hdBQ9S8UxeEnLGOQZtOXoNx7MiYZG3yWyz0=,2019-05-16 22:51:14.498 UTC,2019-05-16 22:51:43.641 UTC,37.765,-122.4201
3iaXnL/M95X/q7fx4zzKzph3+YlcOXzcHBsjNJ8EPaw=,2019-05-16 22:53:28.159 UTC,2019-05-16 23:27:20.157 UTC,37.7986,-122.4125
pQhB5VUUiyaSR3A/KUCVK+JnKwRMlRUc/pMrwkQqdLE=,2019-05-16 22:58:36.258 UTC,2019-05-16 22:58:44.674004 UTC,37.7734,-122.4006
LHVJzoWZxP6zNfegtOld/64Tcy2pDpHsb9ubvcIVtaE=,2019-05-16 23:02:31.101 UTC,2019-05-16 23:23:46.674 UTC,37.8076,-122.4134
SZlxflevXQX2ZbTlV2CEAn5LOE21bUCuy16uB+PoCuE=,2019-05-16 23:04:39.722 UTC,2019-05-16 23:14:40.299 UTC,37.7844,-122.408
LzZsTH/VEElilwBJDVH+XoPnsGfa43+HuYnBbyeVPIQ=,2019-05-16 23:05:41.686 UTC,2019-05-16 23:08:54.397 UTC,37.8048,-122.4334
C4UXaf4sVw6nfMEHqNoHmvUPYZXJiesihwXAkUPSv4U=,2019-05-16 23:08:06.903 UTC,2019-05-16 23:08:16.120014 UTC,37.792,-122.3927
tgByxoNtri1OzNY1cQC9FXI/WieQmKmnf88h7dpQfkI=,2019-05-16 23:09:18.919 UTC,2019-05-16 23:09:33.748008 UTC,37.7703,-122.4695
R9a54o4XgOhTpvFwaH8o9sJcYQDn6i66m6phdagHIlI=,2019-05-16 23:10:28.320 UTC,2019-05-16 23:35:14.909 UTC,37.7935,-122.4246
cOc6EoyIHTk2RjHnptHuPi3rz01X7s0c/Ac4H+2KIzw=,2019-05-16 23:11:14.802 UTC,2019-05-16 23:12:35.656017 UTC,37.8049,-122.4026
fFg2zXOOlh8K6mJFG58gorV0Brqd9a3EBOrLHa+1Jn4=,2019-05-16 23:11:54.032 UTC,2019-05-16 23:57:28.223 UTC,37.8002,-122.441
aBg8viCfZu139pQBCCiRMSTF46WxVzDe3EScUSjR3hM=,2019-05-16 23:13:32.252 UTC,2019-05-16 23:30:52.685 UTC,37.7633,-122.4204
VNalW5pPUlPm2tKzQpK9yo/dqt61tQyU5+nNwyqPq60=,2019-05-16 23:14:41.103 UTC,2019-05-16 23:19:05.214005 UTC,37.7893,-122.3908
kzMCU7s8jsAWPfX58sbiOVIHHvqRQxWwxcuLb5b1GsY=,2019-05-16 23:18:26.426 UTC,2019-05-16 23:48:26.548 UTC,37.6179,-122.3886
veQpjrcq+kCIZnDOKVFJUZkH0Opyhn96yOSsJEAwM40=,2019-05-16 23:19:29.826 UTC,2019-05-16 23:19:55.058 UTC,37.7961,-122.4282
2a6ovpSrf+oLUgLIoXyXk+5i9+6u8uRwa3gcZJ1n9iQ=,2019-05-16 23:20:34.708 UTC,2019-05-16 23:31:04.209001 UTC,37.7955,-122.4118
wh+xNOVoYU4jIaj4zKeN2ao/bh8b/h9bRFg2uRfFXjU=,2019-05-16 23:30:57.608 UTC,2019-05-16 23:49:36.472 UTC,37.7763,-122.4173
7j62CzKurdWOJDm1HMewHj3P7kbPcWWBOC3O8/7FXYs=,2019-05-16 23:32:28.598 UTC,2019-05-16 23:41:07.338 UTC,37.8072,-122.413
U7LgFg5OSv79+95CwYvQPbOgZtEOCCdX+peLmDnQrfE=,2019-05-16 23:36:35.518 UTC,2019-05-16 23:45:59.441 UTC,37.7812,-122.3958
IbIO7n9M1xq3LD6SZeJr2Jx/Kr+gYm65W+rcbEPqQAE=,2019-05-16 23:37:14.541 UTC,2019-05-16 23:45:29.563 UTC,37.7814,-122.3914
cSQQCNHal+ZS4kQqg8/wkzp/p4q9LnvF4ex/SO0f5CA=,2019-05-16 23:37:19.960 UTC,2019-05-16 23:58:41.233001 UTC,37.8009,-122.4021
rY2/az2PriFSg1yJjtKVem3rmD6cqU/2yhrY8kTHu1s=,2019-05-16 23:41:57.925 UTC,2019-05-16 23:51:05.169 UTC,37.7771,-122.3914
i3VB46Q6QC6S0kcWUvPqrr8xuYujSgc6v6yKzaZj1CA=,2019-05-16 23:42:05.866 UTC,2019-05-16 23:42:08.262002 UTC,37.781,-122.4462
BwX27Z+DXeIDr96JZ8lMZUr53mXE116B0u6J1y8zuH8=,2019-05-16 23:42:45.191 UTC,2019-05-16 23:54:09.222018 UTC,37.7895,-122.397
qlr5rtXEmWjYLVzesntHqxFZuPv5yEy4o3+12ZRv/2Y=,2019-05-16 23:43:54.473 UTC,2019-05-16 23:58:59.813 UTC,37.7919,-122.392
Ldv67ieYyHH1Wr5T4wOUKY0aSlEnmYocUfIg63H7wLg=,2019-05-16 23:45:59.529 UTC,2019-05-16 23:53:25.069 UTC,37.8045,-122.4027
06MeBrXLY4Xgc47Tqc/MxTPXbAccNQyASHtIdBIRUdY=,2019-05-16 23:46:31.639 UTC,2019-05-16 23:58:40.764 UTC,37.7849,-122.4004
fn2L+mU77tIrL8RISy17vvMvzgiKLUO1PS7Ik4IVE8s=,2019-05-16 23:47:24.824 UTC,2019-05-16 23:47:28.530003 UTC,37.779,-122.405
gLHHT3EQFloPDZsJVNdS7bi26ScxODjEo8Lvdi0apO4=,2019-05-16 23:48:26.136 UTC,2019-05-16 23:59:22.522 UTC,37.7925,-122.3939
CxhIzE0ohoR4sTOLcz5pV+NFmqBZhUpnf3FM0KO5uqw=,2019-05-16 23:49:01.372 UTC,2019-05-16 23:49:50.577001 UTC,37.7979,-122.4285
TOffP//HWNZRd//slzvcP4qgOmVZ3k80ynmPHnxSrx8=,2019-05-16 23:55:53.568 UTC,2019-05-16 23:59:41.082003 UTC,37.8047,-122.4027
